"","DREAD","UNKNO","TRUST","KNsub","KNobj","PROGR","PRISK","PBENE","POLICY"
"3bbfpj",-1.89588014176963,-0.151233838651145,0.85481063906191,-0.570688529765606,0.27195334196848,0.503368175431608,-1.62983270011173,0.995466805966156,1.30557910669423
"pkbe1b",-0.387852934507025,-0.00846336403129884,-0.768486539151754,-0.5279692862003,-0.79760458246916,-0.645369690114049,0.48933016772316,0.0525904681847261,-0.531811093584125
"ndvmli",-0.0328349054306166,0.0184766392876992,0.149029257229882,-1.12603869611459,-0.401858665644031,0.9426976397549,-0.165683809607624,0.382832315103681,0.181688963479062
"s5vrqe",1.48091663719626,1.43091680564005,-1.47426792098378,0.41185407223644,-0.135797646611412,-1.50823818597749,0.373739465841257,-1.13971541850145,-1.02120846465322
"6gjo8g",1.55165507878004,1.59463879500315,-1.33311164461738,0.0701001237139895,-0.728398306717474,-0.241342885354664,1.60670695258156,-1.31348749103294,-1.22501282532813
"v5dqvu",-0.605941413581709,-0.433950992004606,0.466630879054295,-0.869723234722751,-0.829004714537755,0.982648901541608,1.64523718654219,0.210321639412439,-0.473413565156151
"3s4gec",-0.794204343184744,0.802010872051093,0.995966915428315,-0.86972323472275,0.0368170560982575,-0.770248521375184,-0.12715357564699,0.127545903855727,0.379926933416852
"4g9tui",-2.59102357323427,-0.830850666975458,1.56059202089394,2.163343058414,0.939125963324361,0.649893921470219,-2.13072574159998,1.24114286584138,2.14928939196637
"487he4",0.23585872935191,1.22143120667157,-0.733197470060152,-1.08331945254928,0.359074692665442,0.0299191499092255,0.874632507329504,-1.08868007418178,-1.32514827300438
"r6a2s6",0.470369825193493,0.522706711352091,0.501919948145896,0.497292559367052,-1.04867490601561,-0.14054777363362,1.02875344317204,-0.424199537373266,-0.834601074985208
"4rvjqp",-0.0922374212539143,0.0654671480744317,1.17241226088632,-0.784284747592137,0.0307397221549421,0.454004911463818,-0.859228020899043,-0.624595872539355,0.95499563549483
"eepf6g",1.2430456557695,1.00271513488308,-1.54484605916698,1.13808121284665,-1.00555615222336,-0.0818098177639205,0.335209231880623,0.432747800435648,-1.11705722654308
"e7mbo2",0.0221475801188805,0.313738105306662,-0.592041193693747,-1.29691567037581,0.787425590786306,-0.46335961493024,-1.32159082842666,-0.820807142296494,0.693908460771548
"4jglpd",0.171314527942023,-0.447754887650276,0.184318326321484,-0.784284747592137,0.497885156711584,-0.726249058714609,0.065497594156182,0.526036306518327,-0.22846297865722
"fojouq",-1.15719496535737,0.873969631699779,-1.58013512825859,-0.86972323472275,-1.22923312965541,0.729004808134614,0.373739465841257,1.32397373290082,0.0772956111985714
"2j47c0",-1.33931524267727,-1.21299233298938,-0.697908400968551,1.30895818710787,2.12343577494752,-0.173814277876668,-2.20778620952125,0.121259522584053,1.01077713374523
"hgmvt8",0.491920166249055,0.519284123399473,-1.26253350643417,-0.613407773330913,-1.08856756159446,-0.686840988405514,0.450799933762526,-1.91984199008969,-1.40943018090116
"u4fq74",-0.348160309771114,-0.836968419581689,0.678365293603903,0.155538610844602,-0.149573539560152,0.386226712927018,-0.473925681292699,0.235774620652324,0.851965115467148
"61qb79",-0.82923291042432,-0.12904458455605,0.995966915428315,-1.33963491394112,-1.42796485154632,-0.838169933586708,0.681981337526332,-0.938465406218901,-0.849639661827703
"qm3etm",-0.896119153135204,-0.131547441021204,0.113740188138281,-0.314373068373767,1.27741928630846,-0.322116350559671,0.681981337526332,0.40945389736805,-0.336889905650095
"c02u7r",-0.235719985465579,-0.616030546614234,-1.26253350643417,0.155538610844602,-0.732928969034436,-0.165641438304329,0.104027828116816,-0.551122982638782,-1.23508978755333
"lg1dg8",-0.625350902510877,-0.67041581328668,1.10183412270312,-0.570688529765605,0.789275861857493,0.429112144327687,-0.435395447332065,-0.496154947124019,1.29193805169508
"ru6514",1.45672151785381,0.116744971820693,-1.58013512825859,1.86430835345685,-1.74226328163271,-0.144528053029973,1.64523718654219,-1.62345560836447,-1.53937371617142
"jabkk0",0.306751167910696,0.333766390118123,-0.733197470060152,0.240977097975215,-0.620216364315726,-0.132561959445668,0.104027828116816,0.112984818388746,-0.239963104806991
"2r4gme",0.610449353125008,-0.480822784594755,0.36076367177949,-0.228934581243156,-0.430516855113966,1.49274679825959,0.296678997919988,1.5952724509757,0.685392982876679
"tm4115",-0.120951713454619,1.02846489943217,0.713654362695504,-0.0580576069819286,0.272242377760016,0.527688285519183,-1.16746989258412,-0.465221548417629,1.01160550432274
"0b7btv",0.840719691896193,-0.320070962416317,-0.521463055510544,-0.955161721853363,-0.189215043077781,-0.618308463238864,0.258148763959354,-0.591981656625922,-0.083244311127156
"vm3kcq",-0.4739880499321,0.610609457709654,0.6077871554207,0.283696341540521,-0.636977431181593,-0.18583690969343,0.759041805447601,-0.346011849128087,-0.285377456957013
"6ds8ij",-1.14608301299284,0.213658437150525,1.94877178090155,-1.08331945254928,0.593081182621514,-0.094019474965069,-1.8224838699149,0.874234828535665,2.02994218071761
"kceciu",0.389692021420709,1.13649311060635,-0.94493188460976,1.56527364849971,1.23276666140166,1.11074765812728,-0.473925681292699,-0.177249351289297,0.533884374986002
"ji2fkj",0.175829476421895,-0.538147973387446,-0.733197470060152,-0.442530799069686,0.0905645706310487,1.20016741563847,-0.936288488820312,-1.5295180860679,0.867510733727652
"8mn9uo",1.31562421955925,1.11537005973233,-1.54484605916698,-1.33963491394112,-1.08746800204039,-1.60699532511141,1.02875344317204,-0.955794241388797,-0.804818505511121
"qlltv5",-0.43347410251558,0.371029505960625,0.890099708153511,0.155538610844602,-0.292160172465268,1.29771131919776,0.258148763959354,0.432672521372988,0.0580157354781422
"tckhu8",0.224883570018852,-0.962443634711689,-0.380306779144138,-0.314373068373768,-0.0651649199589547,-0.235885907174688,0.335209231880623,-0.524573999066835,-0.370257470247945
"stvpve",-0.438464409943366,0.195970411789073,-0.0979942264113274,0.967204238585423,0.504263670223839,-0.838095313028365,-0.39686521337143,0.0800015757900441,0.478237452172698
"i46n6r",0.440711371011653,0.122198433694004,0.819521569970308,-1.38235415750643,-0.133085253169226,-0.39265374820997,0.566390635644429,-0.987847499082898,-0.135726268397554
"ut855r",-1.30572745492026,-1.21226475828716,0.960677846336714,1.22351969997726,-0.502015077453889,0.210845331042942,-1.24453036050539,0.124334827566959,-0.37139470226561
"kv5qo2",-2.03477505289296,0.470157413992561,-1.58013512825859,-1.38235415750643,0.38920655282737,-0.92018858884242,0.104027828116816,0.585282203257796,0.914632764024819
"8ao9vb",0.504824382158814,0.872558422671568,-0.16857236459453,-0.570688529765606,-0.0514234638784806,-0.432511161485051,0.83610227336887,-1.75932024122889,-0.0344482306162462
"1av2b9",-0.321084502537783,0.822129855193044,1.38414667543593,-0.912442478288056,0.37595275865645,0.0790694614585135,-1.78395363595427,0.977119927897094,1.45333186271823
"u95qvo",0.551277553897312,0.549280512296353,-1.22724443734257,0.41185407223644,-0.320589116052667,-0.0970150646260509,0.373739465841257,-0.452245853535099,-0.434664741565453
"n2dsdt",-0.237519929237657,-1.87250691022682,1.94877178090155,-1.12603869611459,-1.26957728782395,0.408472685775695,1.64523718654219,0.876383808146284,-1.35290820465349
"d23lre",0.82461577676492,0.702031852362646,-0.627330262785348,0.326415585105827,-0.980882655638041,0.605988307321272,0.604920869605063,-0.317627781128064,-0.509294663010107
"ieh6ud",0.825941061541816,1.40518845671785,-0.768486539151754,-1.38235415750643,0.650826531121047,0.959244888073024,0.951692975250773,0.10362684122988,-0.397564899680015
"jbhtuu",-1.36063562484053,-0.380377657495739,-1.58013512825859,1.65071213563032,0.712989340613934,0.834179031427502,-1.51424199822983,0.591687867807711,1.08196841810711
"4i2bp2",-0.311928463529496,0.543109147528745,0.325474602687889,0.28369634154052,-0.0122936569615451,0.523639413006449,-0.0500931077257211,-1.37908124044936,-1.18281696321758
"peeu5l",-0.487110697669922,0.739148273532697,0.113740188138281,-1.38235415750643,0.0261628521288511,0.113432586274447,-0.0886233416863555,0.0395909166465474,0.452596178516915
"bgsf9f",-0.054694717061371,-1.05692491665724,-0.556752124602145,-1.2114771832452,0.819356974421842,1.05595267137476,0.373739465841257,-0.779084692631222,-0.113917298468734
"rha6au",0.4850257938692,0.326735576510624,-1.26253350643417,0.454573315801746,0.0590526166055233,-0.172661790710195,0.759041805447601,-0.0650126642349551,-1.31416892633525
"kv3q09",-1.25467758107665,-0.415545615309756,0.784232500878707,-0.827003991157444,-0.711118430166213,0.257273753757903,-1.47571176426919,0.944044918208113,0.403682848317504
"3hp2dk",-0.978627853652183,-1.18861138620289,0.678365293603903,1.60799289206502,1.59930744191694,0.362441949608829,-0.628046617135237,0.858183828670228,1.27133749336642
"go17mu",0.239244146467659,0.168045464318592,-0.309728640960936,-0.357092311939074,-0.459541781971318,-0.839259855078764,0.258148763959354,0.123825291754638,-0.294445530461026
"kik97p",0.182272323795724,0.0434841521917034,1.03125598451992,-0.955161721853363,0.0602669329226928,0.846599823780887,-0.165683809607624,-0.0815079698483197,0.100498947179951
"oon83k",0.249079261234989,-0.794564370583869,0.396052740871092,-0.5279692862003,-0.710899466635139,0.920626637406684,1.06728367713268,-0.467947974275201,-1.00158473321998
"lji444",-0.108760819595401,-0.0606796180636965,1.45472481361913,0.155538610844602,0.623372878281054,0.466320472060519,-0.897758254859677,1.09909366779384,1.04869384178977
"gr26gn",0.478289435105074,-0.49583817573398,0.219607395413085,1.39439667423848,-1.63679287256742,1.29415933754784,0.450799933762526,1.74335828688789,1.10403228365463
"appuco",0.416100476611864,-0.0201354929894929,-0.980220953701362,-1.04060020898398,-0.251869533662588,-1.40026630766454,1.06728367713268,-1.61351281633063,-0.665750734475515
"3en8p9",1.14505701160751,0.60285460602354,-1.43897885189218,1.00992348215073,0.0993488944600937,0.467834481123313,1.64523718654219,-1.83568289404426,-1.53131790930364
"ldpuru",-0.250722843631924,0.937255572050748,-0.521463055510544,-0.527969286200299,-0.253727415329586,0.23735801063742,0.335209231880623,0.768226710880034,0.298837470498369
"ma3da0",0.402001445592737,-0.671064498430214,0.995966915428315,-1.33963491394112,0.105384761918576,0.531656510031611,0.643451103565698,0.629857780250309,0.299713396901194
"sp5275",0.612221649846706,-0.878831894478719,-0.768486539151754,1.30895818710787,0.0156505830845531,0.0862714834456718,1.25993484693585,-0.988780164357737,-0.962328993257347
"3k6hjs",0.159127784449121,0.362363601617823,1.03125598451992,-0.485250042634993,-0.0193360946082173,0.577176009196941,-1.36012106238729,1.32225422265527,0.972062745190945
"dr9ak6",1.58358215576631,0.850152346073531,-1.58013512825859,0.0273808801486834,-0.712375224155291,-0.58590151738235,1.14434414505394,-0.708495176179493,-1.44191606471872
"bqeru2",-0.210688225030146,-0.783627763913888,-1.58013512825859,2.76141246832829,0.0469637884111207,0.871992444673498,1.64523718654219,1.56621819047637,-1.53937371617142
"snq93h",0.613996389960179,-0.473039701628505,-1.47426792098378,-1.29691567037581,0.0419420139784088,-0.983986507982868,0.181088296038085,0.111460948772974,-0.0651129597185291
"af6ici",-0.697670830529744,0.552624063810538,0.466630879054295,-0.698846260461525,-0.374647574770713,0.944778950063156,-0.974818722780946,1.14476895621413,1.14431318006127
"ficvha",0.756684095925141,0.181695154967988,-0.309728640960936,-1.08331945254928,1.13458997412284,-1.36851495811168,-0.12715357564699,-1.40996692584445,-0.562687789904989
"cd4t2k",-0.600575108576243,-0.504928111747438,0.36076367177949,0.924484995020117,0.115232210387492,0.105128587911309,1.18287437901458,0.831415347812855,0.623106922592434
"mh3eh9",0.313477542560755,0.305917388742764,-0.41559584823574,-1.38235415750643,0.25026806408859,0.352486755950134,0.604920869605063,-1.27286104369973,-0.823431452775679
"1ru47k",1.60174568796327,1.04816902234379,-1.58013512825859,-0.186215337677849,1.32279055121314,0.121843633660535,0.797572039408235,-0.891454470621188,-1.18202899417821
"14hsnk",0.771175622541207,1.22808900960483,-0.627330262785348,-0.570688529765606,0.0937365240905269,0.321775488737707,-0.204214043568259,0.108635387197095,-0.623731662229855
"eaa71h",1.07379952821873,-0.109467316856909,-1.33311164461738,-0.0580576069819296,-0.18567176981844,-0.252724267006487,0.797572039408235,-0.819204284522348,-0.453250888013442
"2fbode",0.323880962854319,0.131668062619119,1.06654505361152,0.326415585105827,-1.19457805397703,-0.252095071725474,0.759041805447601,-1.18632440092206,-0.425128342504987
"vcjs8t",0.968569629728116,-1.112038102001,-1.58013512825859,1.94974684058747,0.112335800408167,0.15553843565002,1.37552554881775,-0.892711129640236,-1.53937371617142
"eca674",0.728359969973126,0.596725333971557,-0.592041193693747,-1.38235415750643,-0.254601973639902,0.219479568465192,0.566390635644429,0.933091501466531,-0.23260333563909
"k11h6m",1.69256334894808,-2.88052986002169,-1.58013512825859,2.88957019902421,-1.96914867719605,1.04531356146887,1.64523718654219,-0.0296555839997319,-1.53937371617142
"fveqgh",-0.00529520097863537,-0.0224727016634155,-0.839064677334956,-1.33963491394112,0.0221521510599413,-0.510342612367871,1.49111625069965,-0.491508059214045,-0.688868996555465
"mitu2c",0.00842213173559742,-0.970766421073563,0.396052740871092,0.796327264324197,0.00477641119601507,-0.196309367795622,-1.55277223219046,0.199795061229089,0.508942913235218
"q7t9a3",-0.797664926215383,-1.33502339703876,-0.627330262785348,2.29150078910992,-1.10138513622259,-0.730434445821237,0.720511571486966,1.04030217536396,-0.644153057482967
"eo981f",0.739115701252527,0.991697016264874,-0.768486539151754,-1.04060020898398,-1.88909591024014,-0.931626508726699,0.412269699801891,-0.000966641089954928,-0.961564365646406
"alm02f",0.787484739699453,0.882877820949376,-0.203861433686132,-0.143496094112542,-0.0453021753746424,-0.618931631077914,0.643451103565698,-0.0570216091005897,-0.46656854201443
"7fetnk",0.0154208900844785,-0.202544536522535,0.6077871554207,-1.33963491394112,0.00202733189091787,0.282921993151282,-0.0115628737650867,-1.63258769877196,-0.412055210916609
"pubgrs",0.763291677393782,-0.563818287581733,-0.486173986418943,-1.33963491394112,-1.10157743448689,-0.55489129394802,1.18287437901458,0.22440812344649,0.155810944635057
"iqpfm1",0.326655601594393,-0.0861990428726594,0.396052740871092,0.88176575145481,0.293354544034636,-0.515053108626224,-0.0115628737650867,-0.454220418364751,0.170851956033298
"seehtl",-0.385440993743022,-0.144918565720407,1.06654505361152,0.326415585105827,-0.521864816236852,0.865157972024622,-1.28306059446602,1.39638251823569,1.29452289518486
"8ekvtp",-2.01169224841152,-0.932983735900217,0.254896464504686,-0.827003991157442,0.552566924818264,-0.265533653917704,-2.20778620952125,0.978633698951198,1.95114872814534
"m550ls",-0.465706071053238,0.643106253575975,0.466630879054295,-0.39981155550438,-0.570386390293441,0.145757738503259,0.48933016772316,0.4762878673393,0.17529604843383
"2149qf",0.291858331989721,1.58602957950078,1.94877178090155,-0.0153383634166245,-0.094975352080139,-0.557868801283115,0.335209231880623,-0.537748014949383,-0.848915353197061
"msalpu",0.23674091649484,0.359818263513496,-0.309728640960936,0.967204238585422,0.377858785688887,1.07322114621926,-0.242744277528893,-1.02139438027117,0.0493518001806056
"fojdk0",-0.935958227579444,-0.512975530501935,-0.41559584823574,-0.271653824808461,0.283613699216642,-0.0703406150424323,0.720511571486966,0.97151012859068,0.221811020873613
"hiojf8",-0.627294610392366,0.511529971993479,0.113740188138281,-1.29691567037581,-0.347774041875807,0.924002976917271,-1.55277223219046,0.499899374685155,0.416626991563559
